name,location,comments count,speed,service,flavour,mean
" Sushi Time, Zeytinburnu (Sümer Mah.) ",istanbul/bahcelievler-sirinevler-mah,171,8.7,8.9,8.4,8.7
" Piramit, Bahçelievler (Merkez Mah.) ",istanbul/bahcelievler-sirinevler-mah,2,,8.7,8.6,8.6
" Bi Tostchu, Bahçelievler (Merkez Mah. - Yayla) ",istanbul/bahcelievler-sirinevler-mah,195,8.2,9.0,8.7,8.6
" Meşhur Urfa Suruç Kebap, Bahçelievler (Zafer Mah.) ",istanbul/bahcelievler-sirinevler-mah,95,8.8,8.6,8.5,8.6
" Antepli Fahri Ustasından, Bakırköy (Zuhuratbaba Mah.) ",istanbul/bahcelievler-sirinevler-mah,177,8.9,8.7,8.4,8.7
" Vkm Urfa’dan Kebap & Lahmacun, Bahçelievler (Kocasinan Mah.) ",istanbul/bahcelievler-sirinevler-mah,98,8.7,8.6,8.6,8.6
" Haznedar İskender, Güngören (Haznedar Mah.) ",istanbul/bahcelievler-sirinevler-mah,192,8.9,8.6,8.3,8.6
" Veganarsist, Fatih (Ayvansaray Mah.) ",istanbul/bahcelievler-sirinevler-mah,43,8.7,9.0,8.2,8.6
" Sedir Sofrası, Bahçelievler (Fevzi Çakmak Mah.) ",istanbul/bahcelievler-sirinevler-mah,75,8.7,8.6,8.5,8.6
" Zirve Börek, Bahçelievler (Siyavuşpaşa Mah. - Yayla) ",istanbul/bahcelievler-sirinevler-mah,31,8.8,8.5,8.4,8.6
" Köfteci Ramiz, Bahçelievler (Merkez Mah. - Metroport) ",istanbul/bahcelievler-sirinevler-mah,72,8.6,8.6,8.5,8.6
" Yüksel Pastanesi & Cafe, Bahçelievler (Siyavuşpaşa Mah. - Yayla) ",istanbul/bahcelievler-sirinevler-mah,61,,8.6,8.6,8.6
" Kısmet Pide & Lahmacun, Bahçelievler (Zafer Mah.) ",istanbul/bahcelievler-sirinevler-mah,98,8.8,8.5,8.4,8.6
" Gurme Hatay Döner, Bakırköy (Zuhuratbaba Mah.) ",istanbul/bahcelievler-sirinevler-mah,301,8.7,8.6,8.4,8.6
" Ekşinar Kebap, Bahçelievler (Şirinevler Mah.) ",istanbul/bahcelievler-sirinevler-mah,51,8.5,8.8,8.4,8.6
" Meşhur Sarıyer Börekçisi, Bahçelievler (Yenibosna Merkez Mah.) ",istanbul/bahcelievler-sirinevler-mah,76,8.8,8.5,8.4,8.6
" Yüksel 1978, Güngören (Haznedar Mah.) ",istanbul/bahcelievler-sirinevler-mah,20,8.6,8.6,8.5,8.6
" Aydınlar İskender, Küçükçekmece (Tevfikbey Mah. - Sefaköy) ",istanbul/bahcelievler-sirinevler-mah,213,8.6,8.6,8.4,8.5
" Meşhur Sarıyer Börekçisi, Bahçelievler (Merkez Mah.) ",istanbul/bahcelievler-sirinevler-mah,18,8.9,8.4,8.3,8.5
" Hatay Kıtır Döner, Bahçelievler (Şirinevler Mah.) ",istanbul/bahcelievler-sirinevler-mah,55,8.7,8.6,8.3,8.5
" Karadeniz Full Pide, Bahçelievler (Merkez Mah. - Yayla) ",istanbul/bahcelievler-sirinevler-mah,94,8.6,8.4,8.6,8.5
" Sur Kebapçısı, Bahçelievler (Şirinevler Mah.) ",istanbul/bahcelievler-sirinevler-mah,25,8.7,8.4,8.5,8.5
" Selimiye Muhallebicisi, Zeytinburnu (Maltepe Mah.- Cevizlibağ) ",istanbul/bahcelievler-sirinevler-mah,187,8.6,8.6,8.4,8.5
" Öz Saray İskender & Pide & Kebap, Bakırköy (Ataköy 4. Kısım) ",istanbul/bahcelievler-sirinevler-mah,37,9.0,8.6,8.0,8.5
" Pizza Hut, Bahçelievler (Merkez Mah.) ",istanbul/bahcelievler-sirinevler-mah,221,8.7,8.5,8.4,8.5
" Feyzzade Tatlıları, Bahçelievler (Soğanlı Mah.) ",istanbul/bahcelievler-sirinevler-mah,2,,8.3,8.7,8.5
" Meşhur Sarıyer Börekçisi, Bahçelievler (Şirinevler Mah.) ",istanbul/bahcelievler-sirinevler-mah,17,,8.5,8.5,8.5
" Artuklu Taş Fırın, Bahçelievler (Siyavuşpaşa Mah.) ",istanbul/bahcelievler-sirinevler-mah,135,8.6,8.4,8.5,8.5
" Gala Kokoreç, Güngören (Haznedar Mah.) ",istanbul/bahcelievler-sirinevler-mah,307,8.7,8.4,8.4,8.5
" Baklavacı Haleplioğlu, Bahçelievler (Merkez Mah. - Yayla) ",istanbul/bahcelievler-sirinevler-mah,33,,8.6,8.4,8.5
" Eylül Pide & Lahmacun, Bağcılar (Fevzi Çakmak Mah. - Tabya) ",istanbul/bahcelievler-sirinevler-mah,82,8.7,8.4,8.4,8.5
" Paşa Döner, Bahçelievler (Kocasinan Mah.) ",istanbul/bahcelievler-sirinevler-mah,106,8.6,8.4,8.5,8.5
" Et Yiyelim, Bahçelievler (Şirinevler Mah.) ",istanbul/bahcelievler-sirinevler-mah,48,8.8,8.2,8.3,8.4
" Mevlana Pide, Bahçelievler (Şirinevler Mah.) ",istanbul/bahcelievler-sirinevler-mah,249,8.5,8.4,8.5,8.5
" Burger Yiyelim, Bahçelievler (Şirinevler Mah.) ",istanbul/bahcelievler-sirinevler-mah,116,8.5,8.3,8.6,8.5
" Levent Börek, Bahçelievler (Merkez Mah. - Yayla) ",istanbul/bahcelievler-sirinevler-mah,82,8.6,8.5,8.2,8.4
" Çardakçı Börek & Pide & Cafe, Bahçelievler (Siyavuşpaşa Mah.) ",istanbul/bahcelievler-sirinevler-mah,1,,8.4,8.6,8.5
" Faruk Güllüoğlu, Bahçelievler (Merkez Mah. - Yayla) ",istanbul/bahcelievler-sirinevler-mah,130,8.6,8.6,8.1,8.4
" Sude Börek, Bahçelievler (Merkez Mah. - Basın Sitesi Bölgesi) ",istanbul/bahcelievler-sirinevler-mah,171,8.8,8.4,8.1,8.4
" Levent Börek, Bahçelievler (Şirinevler Mah.) ",istanbul/bahcelievler-sirinevler-mah,76,8.9,8.4,8.1,8.5
" Şükrübey Kebap & Lahmacun, Bahçelievler (Merkez Mah.) ",istanbul/bahcelievler-sirinevler-mah,64,8.5,8.5,8.3,8.4
" Pilav Sarayı, Bahçelievler (Siyavuşpaşa Mah.) ",istanbul/bahcelievler-sirinevler-mah,103,8.6,8.3,8.4,8.4
" Yağcıoğlu Pastane & Restoran, Bahçelievler (Merkez Mah. - Yayla) ",istanbul/bahcelievler-sirinevler-mah,411,8.7,8.5,8.1,8.4
" Levent Börek, Bakırköy (Ataköy 8. Kısım) ",istanbul/bahcelievler-sirinevler-mah,65,8.4,8.4,8.4,8.4
" Paşa Döner, Bahçelievler (Cumhuriyet Mah.) ",istanbul/bahcelievler-sirinevler-mah,166,8.6,8.3,8.2,8.4
" Şenköy Çiftlik, Bakırköy (Kartaltepe Mah. - İncirli) ",istanbul/bahcelievler-sirinevler-mah,180,8.4,8.4,8.4,8.4
" Gala Kokoreç, Bağcılar (Yenigün Mah.) ",istanbul/bahcelievler-sirinevler-mah,175,8.6,8.3,8.2,8.4
" Aslı Börek, Bahçelievler (Merkez Mah. - Yayla) ",istanbul/bahcelievler-sirinevler-mah,26,8.6,8.3,8.3,8.4
" Mevlana Pide, Bağcılar (Sancaktepe Mah.) ",istanbul/bahcelievler-sirinevler-mah,49,8.6,8.4,8.2,8.4
" Hataylı Kebap, Bahçelievler (Kocasinan Mah.) ",istanbul/bahcelievler-sirinevler-mah,219,8.5,8.3,8.3,8.4
" Sarışah İşkembe & Kelle Paça, Bahçelievler (Siyavuşpaşa Mah.) ",istanbul/bahcelievler-sirinevler-mah,229,8.6,8.3,8.1,8.3
" Pilav & Kokoreç Sarayı, Bahçelievler (Şirinevler Mah.) ",istanbul/bahcelievler-sirinevler-mah,39,8.5,8.4,8.1,8.3
" The Art Of Bakery, Bahçelievler (Merkez Mah.) ",istanbul/bahcelievler-sirinevler-mah,1,,8.5,8.2,8.3
" Pide Park Pide & Lahmacun, Bahçelievler (Cumhuriyet Mah.) ",istanbul/bahcelievler-sirinevler-mah,17,8.6,8.4,8.0,8.3
" Büfematik, Bakırköy (Zuhuratbaba Mah. - İncirli) ",istanbul/bahcelievler-sirinevler-mah,165,8.7,8.4,7.9,8.3
" Waffle Company, Bakırköy (Ataköy 8. Kısım) ",istanbul/bahcelievler-sirinevler-mah,84,,8.4,8.3,8.4
" Akın Suruç Kebap, Bahçelievler (Şirinevler Mah.) ",istanbul/bahcelievler-sirinevler-mah,94,8.8,8.1,8.0,8.3
" Lost Burger, Bahçelievler (Kocasinan Mah.) ",istanbul/bahcelievler-sirinevler-mah,139,8.6,8.2,8.2,8.3
" Cihan Derya Balık, Bahçelievler (Cumhuriyet Mah.) ",istanbul/bahcelievler-sirinevler-mah,393,8.4,8.4,8.1,8.3
" Meşhur Bodrum Döner, Bahçelievler (Şirinevler Mah.) ",istanbul/bahcelievler-sirinevler-mah,48,8.5,8.2,8.2,8.3
" Tatlıbak, Bahçelievler (Zafer Mah.) ",istanbul/bahcelievler-sirinevler-mah,11,,8.3,8.3,8.3
" Tadal Sıcak Tatlı & Baklava, Bahçelievler (Siyavuşpaşa Mah.) ",istanbul/bahcelievler-sirinevler-mah,5,,8.9,7.7,8.3
" Suruç Tat Kebap, Bağcılar (Hürriyet Mah.) ",istanbul/bahcelievler-sirinevler-mah,50,8.3,8.2,8.3,8.3
" Paşa Döner, Bahçelievler (Merkez Mah.) ",istanbul/bahcelievler-sirinevler-mah,61,8.6,8.1,8.0,8.2
" Marmaris Hamburger, Bakırköy (Ataköy 7. Kısım) ",istanbul/bahcelievler-sirinevler-mah,39,8.6,8.5,7.6,8.2
" Mado, Bahçelievler (Merkez Mah. - Kültür Sok.) ",istanbul/bahcelievler-sirinevler-mah,4,,8.3,8.1,8.2
" Nasip Pide & Lahmacun, Bahçelievler (Kocasinan Mah.) ",istanbul/bahcelievler-sirinevler-mah,4,,7.5,8.9,8.2
" Efendiler Hatay Usulü Soslu Döner, Bahçelievler (Zafer Mah.) ",istanbul/bahcelievler-sirinevler-mah,129,8.4,8.1,7.9,8.1
" Közde Hatay Dürümcüsü, Bahçelievler (Kocasinan Mah.) ",istanbul/bahcelievler-sirinevler-mah,139,8.2,8.0,8.2,8.1
" Beleş Döner, Bahçelievler (Zafer Mah.) ",istanbul/bahcelievler-sirinevler-mah,196,8.2,8.1,8.1,8.1
" Harbi Döner, Bahçelievler (Zafer Mah.) ",istanbul/bahcelievler-sirinevler-mah,148,8.4,8.2,7.7,8.1
" Ali Bazlama, Bahçelievler (Hürriyet Mah.) ",istanbul/bahcelievler-sirinevler-mah,1,,7.7,8.6,8.2
" Meşhur Sarıyer Börekçisi Fırat Usta, Bağcılar (Barbaros Mah.) ",istanbul/bahcelievler-sirinevler-mah,14,,8.2,8.0,8.1
" Ekber Kebap Evi, Zeytinburnu (Merkezefendi Mah.) ",istanbul/bahcelievler-sirinevler-mah,40,8.3,8.0,8.0,8.1
" McDonald's, Bakırköy (Ataköy 9. Kısım) ",istanbul/bahcelievler-sirinevler-mah,78,8.2,8.1,8.0,8.1
" Midye Kokoreç Ali Usta, Bahçelievler (Merkez Mah.) ",istanbul/bahcelievler-sirinevler-mah,198,8.6,8.2,7.6,8.1
" Suruç Ocakbaşı Cemal Usta'nın Yeri, Bahçelievler (Şirinevler Mah.) ",istanbul/bahcelievler-sirinevler-mah,76,8.4,8.1,7.9,8.1
" Torku Ziyafet Döner, Bahçelievler (Şirinevler Mah.) ",istanbul/bahcelievler-sirinevler-mah,43,8.6,7.9,7.8,8.1
" Dürüm Sokağı, Bağcılar (Kirazlı Mah.) ",istanbul/bahcelievler-sirinevler-mah,280,8.4,8.0,7.9,8.1
" Pizza Lazza, Bahçelievler (Şirinevler Mah.) ",istanbul/bahcelievler-sirinevler-mah,431,8.0,8.1,8.0,8.0
" Paşam Döner, Bahçelievler (Çobançeşme Mah.) ",istanbul/bahcelievler-sirinevler-mah,83,8.2,8.0,7.8,8.0
" Everyday Roastery, Bahçelievler (Siyavuşpaşa Mah.) ",istanbul/bahcelievler-sirinevler-mah,10,,7.9,8.1,8.0
" French Fried Chicken, Bahçelievler (Yenibosna Merkez Mah.) ",istanbul/bahcelievler-sirinevler-mah,40,8.4,8.1,7.4,8.0
" Burger King, Bahçelievler (Merkez Mah.) ",istanbul/bahcelievler-sirinevler-mah,515,8.0,7.9,7.9,7.9
" Usta Kebap & Dürüm, Bahçelievler (Zafer Mah.) ",istanbul/bahcelievler-sirinevler-mah,142,8.5,7.8,7.5,7.9
" Yüzyıl Balık Evi, Esenler (Oruç Reis Mah.) ",istanbul/bahcelievler-sirinevler-mah,62,8.2,8.0,7.6,7.9
" Ustam Karadeniz Pide & Güveç, Bahçelievler (Siyavuşpaşa Mah.) ",istanbul/bahcelievler-sirinevler-mah,38,8.2,7.7,7.7,7.9
" (Acil) Burger, Bakırköy (Zeytinlik Mah.) ",istanbul/bahcelievler-sirinevler-mah,85,7.9,7.8,7.8,7.8
" Meşhur Sarıyer Börekçisi & Cafe, Bahçelievler (Soğanlı Mah.) ",istanbul/bahcelievler-sirinevler-mah,2,,8.0,7.6,7.8
" Kanatçızade, Bahçelievler (Merkez Mah. - Yayla) ",istanbul/bahcelievler-sirinevler-mah,150,8.2,7.7,7.3,7.7
" Kahve Dünyası, Bahçelievler (Merkez Mah.) ",istanbul/bahcelievler-sirinevler-mah,20,,7.7,7.7,7.7
" Dürümcü Antep Sofrası Şube 4, Bahçelievler (Çobançeşme Mah.) ",istanbul/bahcelievler-sirinevler-mah,48,8.0,7.6,7.4,7.7
" Bahçemix Büfe, Bahçelievler (Siyavuşpaşa Mah.) ",istanbul/bahcelievler-sirinevler-mah,191,8.0,7.4,7.4,7.6
" Dürüm Max Zurna Dürüm, Bahçelievler (Hürriyet Mah.) ",istanbul/bahcelievler-sirinevler-mah,203,7.5,7.6,7.5,7.5
" Kumpir Box, Bahçelievler (Merkez Mah.) ",istanbul/bahcelievler-sirinevler-mah,9,,7.5,7.5,7.5
" Paşa Döner, Bahçelievler (Çobançeşme Mah.) ",istanbul/bahcelievler-sirinevler-mah,146,7.6,7.6,7.3,7.5
" Bereket Döner, Bahçelievler (Yenibosna Merkez Mah.) ",istanbul/bahcelievler-sirinevler-mah,7,,7.5,7.4,7.5
" Albatros Yayla Balıkçısı, Bahçelievler (Siyavuşpaşa Mah.) ",istanbul/bahcelievler-sirinevler-mah,24,,7.5,7.4,7.5
" Pi Pilav, Bahçelievler (Merkez Mah.) ",istanbul/bahcelievler-sirinevler-mah,39,,7.6,7.2,7.4
" Kahve Dünyası, Bahçelievler (Fevzi Çakmak Mah.) ",istanbul/bahcelievler-sirinevler-mah,11,,7.3,7.4,7.3
" Ekrem Coşkun Döner, Bağcılar (Sancaktepe Mah.) ",istanbul/bahcelievler-sirinevler-mah,58,7.2,6.9,7.2,7.1
" Usta Dönerci, Bahçelievler (Merkez Mah.) ",istanbul/bahcelievler-sirinevler-mah,151,6.4,7.1,7.0,6.8
" Popeyes, Bahçelievler (Merkez Mah.) ",istanbul/bahcelievler-sirinevler-mah,1168,6.7,6.6,6.8,6.7
" Çarşamba Kebap, Fatih (Ali Kuşçu Mah.) ",istanbul/bahcelievler-sirinevler-mah,25,9.0,8.7,8.6,8.8
" Cake Yard, Başakşehir (İkitelli OSB) ",istanbul/bahcelievler-sirinevler-mah,31,8.2,8.3,8.1,8.2
" Bu Pide, Küçükçekmece (Atakent Mah. - 1. İkitelli Cad. Bölgesi) ",istanbul/bahcelievler-sirinevler-mah,633,9.0,9.0,8.9,9.0
" Kasap Abla, Sarıyer (FSM Mah.) ",istanbul/bahcelievler-sirinevler-mah,40,8.2,8.3,8.1,8.2
" Mardin Kaburga Sofrası, Bakırköy (Sakızağacı Mah.) ",istanbul/bahcelievler-sirinevler-mah,6,8.0,7.6,7.2,7.6
" Derhan Pastanesi, Zeytinburnu (Telsiz Mah.) ",istanbul/bahcelievler-sirinevler-mah,293,9.6,9.6,9.3,9.5
" Fıstıklım Baklava, Şişli (Cumhuriyet Mah. - Bomonti) ",istanbul/bahcelievler-sirinevler-mah,132,9.5,9.3,9.3,9.4
" Baklava'ki, Şişli (Duatepe Mah.) ",istanbul/bahcelievler-sirinevler-mah,160,9.5,9.2,9.1,9.3
" Fiko Gurme, Sarıyer (Poligon Mah.) ",istanbul/bahcelievler-sirinevler-mah,274,9.5,9.3,9.0,9.3
" Kokoreçci Tekin Usta, Küçükçekmece (Yeşilova Mah.) ",istanbul/bahcelievler-sirinevler-mah,267,9.4,9.2,9.2,9.3
" Burmalım Tatlı & Dondurma, Beşiktaş (Dikilitaş Mah.) ",istanbul/bahcelievler-sirinevler-mah,186,9.4,9.2,9.0,9.2
" Hiroshi Sushi, Bakırköy (Şenlikköy Mah.) ",istanbul/bahcelievler-sirinevler-mah,470,9.3,9.3,9.0,9.2
" Develi, Bakırköy (Şenlikköy Mah. - Florya) ",istanbul/bahcelievler-sirinevler-mah,189,9.3,9.2,9.0,9.2
" Bahçeşehir Meze & Salata Dünyası, Başakşehir (Bahçeşehir 2. Kısım Mah.) ",istanbul/bahcelievler-sirinevler-mah,112,9.0,9.4,8.9,9.1
" Bol Pide, Bağcılar (Evren Mah. - 15 Temmuz) ",istanbul/bahcelievler-sirinevler-mah,12,9.2,8.9,9.2,9.1
" Hld Hatay Lavaş Döner, Başakşehir (Kayabaşı Mah. - Kayaşehir) ",istanbul/bahcelievler-sirinevler-mah,131,9.3,9.2,8.9,9.1
" Sarıhan Gusto, Bakırköy (Kartaltepe Mah. - İncirli) ",istanbul/bahcelievler-sirinevler-mah,141,9.0,9.1,8.8,9.0
" Akasya Etli Ekmek & Lahmacun, Bağcılar (Evren Mah. - 15 Temmuz) ",istanbul/bahcelievler-sirinevler-mah,231,8.9,9.0,9.0,9.0
" Faruk Güllüoğlu, Zeytinburnu (Maltepe Mah.- Cevizlibağ) ",istanbul/bahcelievler-sirinevler-mah,294,9.2,8.9,8.8,9.0
" Güllüoğlu & Kübban Gaziantep Mutfağı, Bağcılar (Bağlar Mah.) ",istanbul/bahcelievler-sirinevler-mah,383,9.0,8.7,8.9,8.9
" Bahçeşehir Turşucusu, Başakşehir (Bahçeşehir 2. Kısım Mah.) ",istanbul/bahcelievler-sirinevler-mah,66,8.8,8.8,9.0,8.9
" Sarmaci, Esenyurt (Koza Mah.) ",istanbul/bahcelievler-sirinevler-mah,424,9.0,8.9,8.3,8.7
" Bemhan Edirne Tava Ciğeri, Beylikdüzü (Cumhuriyet Mah.) ",istanbul/bahcelievler-sirinevler-mah,174,8.6,8.8,8.7,8.7
" Antepli Ciğerci, Başakşehir (Bahçeşehir 2. Kısım Mah.) ",istanbul/bahcelievler-sirinevler-mah,8,9.1,8.7,8.2,8.7
" Yıldız Döner, Bayrampaşa (Orta Mah.) ",istanbul/bahcelievler-sirinevler-mah,52,8.5,8.6,8.3,8.5
" Bodrum Mantı & Cafe, Başakşehir (Başakşehir Mah. - 1. Etap) ",istanbul/bahcelievler-sirinevler-mah,130,8.4,8.5,8.3,8.4
" Burger Maxi, Başakşehir (Güvercintepe Mah.) ",istanbul/bahcelievler-sirinevler-mah,195,8.3,8.3,8.4,8.3
" Karatava, Küçükçekmece (Fevzi Çakmak Mah.) ",istanbul/bahcelievler-sirinevler-mah,101,8.1,8.4,8.0,8.2
" Famoso Konak 3, Bağcılar (Fevzi Çakmak Mah. - Tabya) ",istanbul/bahcelievler-sirinevler-mah,11,8.3,7.9,8.2,8.1
" Akçiçek Mangal, Fatih (Ayvansaray Mah.) ",istanbul/bahcelievler-sirinevler-mah,56,8.4,7.9,7.9,8.1
" Adana Kebap & Izgara & Dürüm, Beşiktaş (Konaklar Mah.) ",istanbul/bahcelievler-sirinevler-mah,101,8.1,7.9,7.7,7.9
" Adanalım Kebap Dürüm, Kağıthane (Ortabayır Mah.) ",istanbul/bahcelievler-sirinevler-mah,69,7.7,7.4,7.2,7.4
